Dataset: 20220102090000-JPL-L4_GHRSST-SSTfnd-MUR-GLOB-v02.0-fv04.1.nc
/sea_ice_fraction[0][0], 98, 98
/sea_ice_fraction[0][1], 98, 98
/sea_ice_fraction[0][2], 98, 98
/sea_ice_fraction[0][3], 98, 98
/sea_ice_fraction[0][4], 98, 98
/sea_ice_fraction[0][5], 98, 98
/sea_ice_fraction[0][6], 98, 98
/sea_ice_fraction[0][7], 98, 98
/sea_ice_fraction[0][8], 98, 98
/sea_ice_fraction[0][9], 98, 98
/sea_ice_fraction[0][10], 98, 98
/sea_ice_fraction[0][11], 98, 98
/sea_ice_fraction[0][12], 98, 98
/sea_ice_fraction[0][13], 98, 98
/sea_ice_fraction[0][14], 98, 98
/sea_ice_fraction[0][15], 98, 98
/sea_ice_fraction[0][16], 98, 98
/sea_ice_fraction[0][17], 98, 98
/sea_ice_fraction[0][18], 98, 98
/sea_ice_fraction[0][19], 98, 98
/sea_ice_fraction[0][20], 98, 98
/sea_ice_fraction[0][21], 98, 98
/sea_ice_fraction[0][22], 98, 98
/sea_ice_fraction[0][23], 98, 98
/sea_ice_fraction[0][24], 98, 98
/sea_ice_fraction[0][25], 98, 98
/sea_ice_fraction[0][26], 98, 98
/sea_ice_fraction[0][27], 98, 98
/sea_ice_fraction[0][28], 98, 98
/sea_ice_fraction[0][29], 98, 98
/sea_ice_fraction[0][30], 98, 98
/sea_ice_fraction[0][31], 98, 98
/sea_ice_fraction[0][32], 97, 98
/sea_ice_fraction[0][33], 97, 97
/sea_ice_fraction[0][34], 97, 97
/sea_ice_fraction[0][35], 97, 97
/sea_ice_fraction[0][36], 97, 97
/sea_ice_fraction[0][37], 97, 97
/sea_ice_fraction[0][38], 97, 97
/sea_ice_fraction[0][39], 97, 97
/sea_ice_fraction[0][40], 97, 97
/sea_ice_fraction[0][41], 97, 97
/sea_ice_fraction[0][42], 97, 97
/sea_ice_fraction[0][43], 97, 97
/sea_ice_fraction[0][44], 97, 98
/sea_ice_fraction[0][45], 97, 97
/sea_ice_fraction[0][46], 97, 97
/sea_ice_fraction[0][47], 97, 97
/sea_ice_fraction[0][48], 97, 97
/sea_ice_fraction[0][49], 97, 97
/sea_ice_fraction[0][50], 97, 97
/sea_ice_fraction[0][51], 97, 97
/sea_ice_fraction[0][52], 97, 97
/sea_ice_fraction[0][53], 97, 97
/sea_ice_fraction[0][54], 97, 97
/sea_ice_fraction[0][55], 97, 97
/sea_ice_fraction[0][56], 97, 97
/sea_ice_fraction[0][57], 97, 98
/sea_ice_fraction[0][58], 97, 97
/sea_ice_fraction[0][59], 97, 97
/sea_ice_fraction[0][60], 97, 97
/sea_ice_fraction[0][61], 97, 97
/sea_ice_fraction[0][62], 97, 97
/sea_ice_fraction[0][63], 97, 97
/sea_ice_fraction[0][64], 97, 97
/sea_ice_fraction[0][65], 97, 97
/sea_ice_fraction[0][66], 97, 97
/sea_ice_fraction[0][67], 97, 97
/sea_ice_fraction[0][68], 97, 97
/sea_ice_fraction[0][69], 97, 97
/sea_ice_fraction[0][70], 98, 98
/sea_ice_fraction[0][71], 97, 97
/sea_ice_fraction[0][72], 97, 97
/sea_ice_fraction[0][73], 97, 97
